accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,log_loss,brier_score_multiclass,model,fold_id,fit_time_seconds,prediction_time_seconds,fit_status,error_message,feature_representation,n_predictors
0.13195211786372008,0.11493888162942674,0.1372111293842058,0.11493888162942674,0.08328499986025575,0.1276380958209873,5.692185401916504,1.2698153589447334,Gaussian Naive Bayes,7,0.13150286674499512,0.004927396774291992,success,,NV,12
0.13945672191528546,0.11134453736433456,0.14727094063299687,0.11134453736433456,0.08238419085180147,0.13116243966323193,5.564990997314453,1.2058563978833883,Gaussian Naive Bayes,8,0.12966609001159668,0.006333827972412109,success,,NV,12
0.1279465930018416,0.10969586232341241,0.14743536782791267,0.10969586232341241,0.07835243337172297,0.1232418777817233,5.640766620635986,1.2634708066218543,Gaussian Naive Bayes,9,0.1304330825805664,0.013987064361572266,success,,NV,12
0.1404696132596685,0.11138569466840244,0.12179411205996189,0.11138569466840244,0.0805472492879516,0.13017094555951908,5.565521240234375,1.2029980340156459,Gaussian Naive Bayes,10,0.1338038444519043,0.013096332550048828,success,,NV,12
0.8158464159108697,0.6657358778748665,0.729664671140319,0.6657358778748665,0.6850247691716685,0.8130492071367363,1.3753145933151245,0.26321440158339926,K-Nearest Neighbours,1,0.16106486320495605,0.5006091594696045,success,,NV,12
0.8119244935543278,0.6962509456205355,0.7637896226788591,0.6962509456205355,0.7208964537403867,0.809161169901562,1.3953028917312622,0.2657458571826227,K-Nearest Neighbours,2,0.1580827236175537,0.5454320907592773,success,,NV,12
0.8119705340699815,0.6800965922487666,0.7481153484360776,0.6800965922487666,0.7007956636943065,0.8093691332720416,1.4294803142547607,0.2685930026723536,K-Nearest Neighbours,3,0.15018796920776367,0.4844481945037842,success,,NV,12
0.8193830570902394,0.6950743845133251,0.7649151407895315,0.6950743845133251,0.7192822906671873,0.8168690463060252,1.3702787160873413,0.2588692456669352,K-Nearest Neighbours,4,0.16076016426086426,0.529512882232666,success,,NV,12
0.8150092081031307,0.6857727479292588,0.7427862702753708,0.6857727479292588,0.7061884015050163,0.8120577996956372,1.420625925064087,0.26579742255977074,K-Nearest Neighbours,5,0.1522669792175293,0.5213010311126709,success,,NV,12
0.8092629252796832,0.6813193921927222,0.7308008635763347,0.6813193921927222,0.6971253514894273,0.8063137146912,1.4293839931488037,0.26917361168833737,K-Nearest Neighbours,6,0.15526390075683594,0.5134479999542236,success,,NV,12
0.8171270718232044,0.6823257975533422,0.7381329648760913,0.6823257975533422,0.7007182674200154,0.8142767898783771,1.387810230255127,0.26283241325781503,K-Nearest Neighbours,7,0.15204405784606934,0.502465009689331,success,,NV,12
0.8187845303867404,0.6872798634399757,0.7670844519353288,0.6872798634399757,0.7113889896051437,0.8161861331603765,1.3644988536834717,0.2615985274289635,K-Nearest Neighbours,8,0.15494179725646973,0.5314640998840332,success,,NV,12
0.8128453038674033,0.6993675212632797,0.7437001496093325,0.6993675212632797,0.7082623154209863,0.8102071569951669,1.452362060546875,0.2689797430351295,K-Nearest Neighbours,9,0.14690399169921875,0.5213220119476318,success,,NV,12
0.8155156537753223,0.6858486095713121,0.7431696713828723,0.6858486095713121,0.7052544956595539,0.8131952595373716,1.3925950527191162,0.2639521186137727,K-Nearest Neighbours,10,0.1594102382659912,0.5134181976318359,success,,NV,12
0.4863956539754155,0.1919375875213378,0.263193393851939,0.1919375875213378,0.19148235735663838,0.4140674740701868,1.6903319358825684,0.6657390659966574,Support Vector Machine,1,7.5308449268341064,0.027853965759277344,success,,NV,12
0.48503683241252304,0.1915428341925099,0.25655723082078324,0.1915428341925099,0.19104384834715554,0.4141270547095779,1.702419638633728,0.6686091655434256,Support Vector Machine,2,7.453649044036865,0.024859905242919922,success,,NV,12
0.4839318600368324,0.19117365656028035,0.25707803871710333,0.19117365656028035,0.19037643937697002,0.41309597953572863,1.7069581747055054,0.6676923329975364,Support Vector Machine,3,7.370964050292969,0.019958019256591797,success,,NV,12
0.48609576427255985,0.19171082994533925,0.2598027986664196,0.19171082994533925,0.19118219862594832,0.41450201518131446,1.6987357139587402,0.6680275433431444,Support Vector Machine,4,7.104737043380737,0.01917290687561035,success,,NV,12
